shapeid,FID_1,ID,NAME,NB_LANES,SPEED,FNODE,TNODE,LinkCat,DIRECTION,CAPACITY,LENGTH,ctps_ID,FID_2,ID2,LENGTH_1,DIR,IN_MODEL,IN_MPO,BIKE_FLAG,ANODE,BNODE,A_TO_B_INB,OD_TOLL,STREETNAME,ROUTENUMBE,LRTP_PROJE,PROJECT_CA,PROJECT_YE,SCEN_00,SCEN_00_FU,SCEN_00_TR,SCEN_00_FI,SCEN_00_F1,SCEN_00_F2,SCEN_00_F3,SCEN_00_PN,SCEN_00_SP,SCEN_00_LA,SCEN_00_AB,SCEN_00_BA,SCEN_00_A1,SCEN_00_B1,SCEN_00_A2,SCEN_00_B2,SCEN_00_A3,SCEN_00_B3,SCEN_00_A4,SCEN_00_B4,SCEN_00_A5,SCEN_00_B5,SCEN_00_A6,SCEN_00_B6,SCEN_00_A7,SCEN_00_B7,SCEN_00_A8,SCEN_00_B8,SCEN_00_A9,SCEN_00_B9,SCEN_00_10,SCEN_00_11,SCEN_00_12,SCEN_00_13,AB_AM_CNT,BA_AM_CNT,AB_MD_CNT,BA_MD_CNT,AB_PM_CNT,BA_PM_CNT,AB_NT_CNT,BA_NT_CNT,AB_DLY_CNT,BA_DLY_CNT,AB_PEAK_CN,BA_PEAK_CN,AB_OFFPEAK,BA_OFFPEAK,AB_AMCAPAC,BA_AMCAPAC,AB_MDCAPAC,BA_MDCAPAC,AB_PMCAPAC,BA_PMCAPAC,AB_NTCAPAC,BA_NTCAPAC,COUNT_YEAR,EXPWY_COUN,EXPWY_SEGM,EXPWY2_SEG,TOTAL_AM,TOTAL_PM,TOTAL_DLY,SPEED_SCAL,MAX_VC,MEDIAN,TRUCK_EXCL,ACCESSCONT,DIVIDER1,PNR_PARKIN,I_93,I_90,I_95,RTE_128,LOGAN_ARRI,LOGAN_DEPA,ALPHA,BETA,MODEL_FUNC,ROUTESYSTE,ROADINVENT,ROADSEGMEN,SC_SEQUENC,GC,PEV,PEVSW,TRRT2STA,PEVMEASURE,SWM_FUNCTI,MODE,WALKTIME,BIKETIME,AB_AM_FFTI,BA_AM_FFTI,AB_MD_FFTI,BA_MD_FFTI,AB_PM_FFTI,BA_PM_FFTI,AB_NT_FFTI,BA_NT_FFTI,AB_AM_FFSP,BA_AM_FFSP,AB_MD_FFSP,BA_MD_FFSP,AB_PM_FFSP,BA_PM_FFSP,AB_NT_FFSP,BA_NT_FFSP,AB_AM_IVTT,BA_AM_IVTT,AB_MD_IVTT,BA_MD_IVTT,AB_PM_IVTT,BA_PM_IVTT,AB_NT_IVTT,BA_NT_IVTT,AB_AM_CONG,BA_AM_CONG,AB_MD_CONG,BA_MD_CONG,AB_PM_CONG,BA_PM_CONG,AB_NT_CONG,BA_NT_CONG,mg_class,MG_RDType,linkcat,NEW_ID_1,NAME_1,NB_LANES_1,SPEED_1,FNODE_1,TNODE_1,CATEGORY_1,DIRECTIO_1,CAPACITY_1,ctps_ID_1,a_text,b_text,ab_text,FID_12,LENGTH_12,a_text_1,b_text_1,ab_text_1,ba_text
174,50178,138613,RIVER STREET,1,56,54502,54501,B,2,825,44.9839,58507,0,59325,44.9839,0,1,1,0,54501,54502,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,0.885441,0,0,0.177088,0,35,825,1,1,1,1,1,1,1,1,0.087458,0.088575,0.084573,0.092745,0.083263,0.11014,0.076707,0.082193,0.08726,0.091294,0.083181,0.090215,0.083085,0.114358,0.076688,0.082209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1887.63991,2459.65509,12549,1,1.002393,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5019700,50197,0,3,0,0,0,0,5,70,0.885441,0.177088,0.075895,0.075895,0.075895,0.075895,0.075895,0.075895,0.075895,0.075895,35,35,35,35,35,35,35,35,0.109322,0.110719,0.105716,0.115931,0.104079,0.137675,0.095884,0.102741,0.087458,0.088575,0.084573,0.092745,0.083263,0.11014,0.076707,0.082193,4,4,B,138612,RIVER STREET,1,56,54502,54501,B,2,825,58507,54502,54501,54502/54501,58507,0.044272,54501,54502,54501/54502,54502/54501
175,50179,138614,RIVER STREET,1,56,54423,51726,B,2,825,12.8992,58508,0,59326,12.8992,0,1,1,0,51726,54423,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,0.229015,0,0,0.045803,0,35,825,1,1,1,1,1,1,1,1,0.022621,0.022909,0.021874,0.023988,0.021536,0.028487,0.01984,0.021259,0.022569,0.023613,0.021514,0.023334,0.021489,0.029578,0.019835,0.021263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1887.63991,2459.65509,12549,1,1.002393,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5702300,57023,0,3,0,0,0,0,5,70,0.229015,0.045803,0.01963,0.01963,0.01963,0.01963,0.01963,0.01963,0.01963,0.01963,35,35,35,35,35,35,35,35,0.028276,0.028636,0.027342,0.029985,0.02692,0.035609,0.0248,0.026574,0.022621,0.022909,0.021874,0.023988,0.021536,0.028487,0.01984,0.021259,4,4,B,138613,RIVER STREET,1,56,54423,51726,B,2,825,58508,54423,51726,54423/51726,58508,0.011451,51726,54423,51726/54423,54423/51726
176,50180,138615,RIVER STREET,1,56,54501,54500,B,2,825,11.4774,58509,0,59327,11.4774,0,1,1,0,54500,54501,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,0.465763,0,0,0.093153,0,35,825,1,1,1,1,1,1,1,1,0.046005,0.046593,0.044488,0.048786,0.043798,0.057936,0.04035,0.043236,0.045901,0.048023,0.043755,0.047455,0.043704,0.060155,0.04034,0.043244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1887.63991,2459.65509,12549,1,1.002393,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5114400,51144,0,3,0,0,0,0,5,70,0.465763,0.093153,0.039923,0.039923,0.039923,0.039923,0.039923,0.039923,0.039923,0.039923,35,35,35,35,35,35,35,35,0.057506,0.058241,0.05561,0.060983,0.054747,0.07242,0.050437,0.054045,0.046005,0.046593,0.044488,0.048786,0.043798,0.057936,0.04035,0.043236,4,4,B,138614,RIVER STREET,1,56,54501,54500,B,2,825,58509,54501,54500,54501/54500,58509,0.023288,54500,54501,54500/54501,54501/54500
177,48618,137053,CANTON AVENUE,1,48,52255,53665,C,2,775,113.383,56356,0,57139,113.383,0,1,1,0,53665,52255,0,0,CANTON AVENUE,BSR1871,NULL,NULL,0,1,6,1,1.736373,0,0,0.434093,0,30,775,1,1,1,1,1,1,1,1,0.173637,0.173658,0.173638,0.173654,0.173648,0.173642,0.173637,0.173637,0.173637,0.173638,0.173637,0.173651,0.17369,0.173639,0.173637,0.173637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,92.013659,204.609116,727,1,0.726841,2,1,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25084700,250847,0,3,0,0,0,0,8,70,1.736373,0.434093,0.173637,0.173637,0.173637,0.173637,0.173637,0.173637,0.173637,0.173637,30,30,30,30,30,30,30,30,0.248053,0.248083,0.248054,0.248077,0.248069,0.24806,0.248053,0.248053,0.173637,0.173658,0.173638,0.173654,0.173648,0.173642,0.173637,0.173637,5,5,C,137052,CANTON AVENUE,1,48,52255,53665,C,2,775,56356,52255,53665,52255/53665,56356,0.086819,53665,52255,53665/52255,52255/53665
178,50181,138616,RIVER STREET,1,56,54500,54499,B,2,825,23.3922,58510,0,59328,23.3922,0,1,1,0,54499,54500,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,0.415307,0,0,0.083061,0,35,825,1,1,1,1,1,1,1,1,0.041021,0.041545,0.039668,0.043501,0.039054,0.05166,0.035978,0.038552,0.040928,0.042821,0.039015,0.042314,0.03897,0.053639,0.03597,0.03856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1887.63991,2459.65509,12549,1,1.002393,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5114300,51143,0,3,0,0,0,0,5,70,0.415307,0.083061,0.035598,0.035598,0.035598,0.035598,0.035598,0.035598,0.035598,0.035598,35,35,35,35,35,35,35,35,0.051276,0.051931,0.049585,0.054376,0.048817,0.064575,0.044972,0.04819,0.041021,0.041545,0.039668,0.043501,0.039054,0.05166,0.035978,0.038552,4,4,B,138615,RIVER STREET,1,56,54500,54499,B,2,825,58510,54500,54499,54500/54499,58510,0.020765,54499,54500,54499/54500,54500/54499
179,50182,138617,RIVER STREET,1,56,54426,54425,B,2,825,76.7728,58511,0,59329,76.7728,0,1,1,0,54425,54426,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,1.272518,0,0,0.254504,0,35,825,1,1,1,1,1,1,1,1,0.125691,0.127296,0.121545,0.133289,0.119662,0.158288,0.11024,0.118125,0.125406,0.131204,0.119544,0.129653,0.119406,0.164351,0.110213,0.118148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1887.63991,2459.65509,12549,1,1.002393,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5021400,50214,0,3,0,0,0,0,5,70,1.272518,0.254504,0.109073,0.109073,0.109073,0.109073,0.109073,0.109073,0.109073,0.109073,35,35,35,35,35,35,35,35,0.157114,0.15912,0.151931,0.166611,0.149578,0.19786,0.1378,0.147656,0.125691,0.127296,0.121545,0.133289,0.119662,0.158288,0.11024,0.118125,4,4,B,138616,RIVER STREET,1,56,54426,54425,B,2,825,58511,54426,54425,54426/54425,58511,0.063626,54425,54426,54425/54426,54426/54425
180,48620,137055,CANTON AVENUE,1,48,52256,52255,C,2,775,228.857,56358,0,57141,228.857,0,1,1,0,52255,52256,0,0,CANTON AVENUE,BSR1871,NULL,NULL,0,1,6,1,3.152619,0,0,0.788155,0,30,775,1,1,1,1,1,1,1,1,0.315262,0.315299,0.315263,0.315292,0.315282,0.31527,0.315262,0.315262,0.315262,0.315264,0.315262,0.315287,0.315358,0.315265,0.315262,0.315262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.5,1937.5,3681.25,3681.25,1937.5,1937.5,5425,5425,0,0,NULL,NULL,92.013659,204.609116,727,1,0.660765,2,1,1,** || **,0,0,0,0,0,0,0,1.1,4,6,0,25079300,250793,0,3,0,0,0,0,8,70,3.152619,0.788155,0.315262,0.315262,0.315262,0.315262,0.315262,0.315262,0.315262,0.315262,30,30,30,30,30,30,30,30,0.450374,0.450427,0.450376,0.450417,0.450403,0.450386,0.450374,0.450374,0.315262,0.315299,0.315263,0.315292,0.315282,0.31527,0.315262,0.315262,5,5,C,137054,CANTON AVENUE,1,48,52256,52255,C,2,775,56358,52256,52255,52256/52255,56358,0.157631,52255,52256,52255/52256,52256/52255
181,50183,138618,RIVER STREET,1,56,54497,54427,B,2,825,38.8141,58512,0,59330,38.8141,0,1,1,0,54427,54497,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,0.806076,0,0,0.161215,0,35,825,1,1,1,1,1,1,1,1,0.079619,0.080636,0.076993,0.084432,0.0758,0.100268,0.069831,0.074826,0.079438,0.083111,0.075725,0.082128,0.075637,0.104108,0.069815,0.074841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1887.63991,2459.65509,12549,1,1.002393,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5020800,50208,0,3,0,0,0,0,5,70,0.806076,0.161215,0.069092,0.069092,0.069092,0.069092,0.069092,0.069092,0.069092,0.069092,35,35,35,35,35,35,35,35,0.099524,0.100795,0.096241,0.10554,0.09475,0.125335,0.087289,0.093533,0.079619,0.080636,0.076993,0.084432,0.0758,0.100268,0.069831,0.074826,4,4,B,138617,RIVER STREET,1,56,54497,54427,B,2,825,58512,54497,54427,54497/54427,58512,0.040304,54427,54497,54427/54497,54497/54427
182,48621,137056,ADAMS STREET,1,60,52364,52270,B,2,825,176.867,56359,0,57142,176.867,0,1,1,0,52270,52364,0,0,ADAMS STREET,BSR0511,NULL,NULL,0,1,5,0,2.517175,0,0,0.503435,0,37,825,1,1,1,1,1,1,1,1,0.204329,0.22191,0.204531,0.205193,0.209225,0.204479,0.204237,0.204295,0.204337,0.21262,0.204447,0.205166,0.20644,0.204742,0.204239,0.204283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.56588,1052.29796,5465,1,1.199575,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,25185600,251856,0,3,0,0,0,0,5,70,2.517175,0.503435,0.204095,0.204095,0.204095,0.204095,0.204095,0.204095,0.204095,0.204095,37,37,37,37,37,37,37,37,0.255411,0.277387,0.255664,0.256491,0.261531,0.255599,0.255296,0.255369,0.204329,0.22191,0.204531,0.205193,0.209225,0.204479,0.204237,0.204295,4,4,B,137055,ADAMS STREET,1,60,52364,52270,B,2,825,56359,52364,52270,52364/52270,56359,0.125859,52270,52364,52270/52364,52364/52270
183,50184,138619,RIVER STREET,1,56,54425,54424,B,2,825,43.0011,58513,0,59331,43.0011,0,1,1,0,54424,54425,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,0.857534,0,0,0.171507,0,35,825,1,1,1,1,1,1,1,1,0.084702,0.085783,0.081908,0.089822,0.080638,0.106669,0.074289,0.079603,0.084509,0.088417,0.080559,0.087371,0.080466,0.110754,0.074271,0.079618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1887.63991,2459.65509,12549,1,1.002393,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5114100,51141,0,3,0,0,0,0,5,70,0.857534,0.171507,0.073503,0.073503,0.073503,0.073503,0.073503,0.073503,0.073503,0.073503,35,35,35,35,35,35,35,35,0.105878,0.107229,0.102385,0.112277,0.100798,0.133336,0.092861,0.099504,0.084702,0.085783,0.081908,0.089822,0.080638,0.106669,0.074289,0.079603,4,4,B,138618,RIVER STREET,1,56,54425,54424,B,2,825,58513,54425,54424,54425/54424,58513,0.042877,54424,54425,54424/54425,54425/54424
184,48622,137057,ADAMS STREET,1,60,52270,52269,B,2,825,79.8511,56360,0,57143,79.8511,0,1,1,0,52269,52270,0,0,ADAMS STREET,BSR0511,NULL,NULL,0,1,5,0,1.322262,0,0,0.264452,0,37,825,1,1,1,1,1,1,1,1,0.107333,0.116569,0.107439,0.107787,0.109905,0.107412,0.107285,0.107315,0.107337,0.111689,0.107395,0.107773,0.108442,0.10755,0.107286,0.107309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.56588,1052.29796,5465,1,1.199575,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,25185500,251855,0,3,0,0,0,0,5,70,1.322262,0.264452,0.10721,0.10721,0.10721,0.10721,0.10721,0.10721,0.10721,0.10721,37,37,37,37,37,37,37,37,0.134166,0.145711,0.134299,0.134734,0.137381,0.134265,0.134106,0.134144,0.107333,0.116569,0.107439,0.107787,0.109905,0.107412,0.107285,0.107315,4,4,B,137056,ADAMS STREET,1,60,52270,52269,B,2,825,56360,52270,52269,52270/52269,56360,0.066113,52269,52270,52269/52270,52270/52269
185,50185,138620,RIVER STREET,1,56,54427,54426,B,2,825,18.023,58514,0,59332,18.023,0,1,1,0,54426,54427,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,0.319981,0,0,0.063996,0,35,825,1,1,1,1,1,1,1,1,0.031606,0.032009,0.030563,0.033516,0.03009,0.039802,0.02772,0.029703,0.031534,0.032992,0.03006,0.032602,0.030025,0.041327,0.027714,0.029709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1887.63991,2459.65509,12549,1,1.002393,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5020900,50209,0,3,0,0,0,0,5,70,0.319981,0.063996,0.027427,0.027427,0.027427,0.027427,0.027427,0.027427,0.027427,0.027427,35,35,35,35,35,35,35,35,0.039508,0.040011,0.038204,0.041895,0.037612,0.049752,0.03465,0.037129,0.031606,0.032009,0.030563,0.033516,0.03009,0.039802,0.02772,0.029703,4,4,B,138619,RIVER STREET,1,56,54427,54426,B,2,825,58514,54427,54426,54427/54426,58514,0.015999,54426,54427,54426/54427,54427/54426
186,48623,137058,ADAMS STREET,1,60,52365,52364,B,2,825,20.253,56361,0,57144,20.253,0,1,1,0,52364,52365,0,0,ADAMS STREET,BSR0511,NULL,NULL,0,1,5,0,0.359575,0,0,0.071915,0,37,825,1,1,1,1,1,1,1,1,0.029188,0.0317,0.029217,0.029312,0.029887,0.02921,0.029175,0.029183,0.029189,0.030372,0.029205,0.029308,0.02949,0.029247,0.029175,0.029181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.56588,1052.29796,5465,1,1.199575,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,25073300,250733,0,3,0,0,0,0,5,70,0.359575,0.071915,0.029155,0.029155,0.029155,0.029155,0.029155,0.029155,0.029155,0.029155,37,37,37,37,37,37,37,37,0.036485,0.039625,0.036521,0.03664,0.037359,0.036512,0.036469,0.036479,0.029188,0.0317,0.029217,0.029312,0.029887,0.02921,0.029175,0.029183,4,4,B,137057,ADAMS STREET,1,60,52365,52364,B,2,825,56361,52365,52364,52365/52364,56361,0.017979,52364,52365,52364/52365,52365/52364
187,50186,138621,RIVER STREET,1,56,54499,54498,B,2,825,23.9133,58515,0,59333,23.9133,0,1,1,0,54498,54499,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,0.424558,0,0,0.084912,0,35,825,1,1,1,1,1,1,1,1,0.041935,0.042471,0.040552,0.04447,0.039924,0.052811,0.03678,0.039411,0.04184,0.043775,0.039884,0.043257,0.039838,0.054833,0.036771,0.039418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1887.63991,2459.65509,12549,1,1.002393,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5020200,50202,0,3,0,0,0,0,5,70,0.424558,0.084912,0.036391,0.036391,0.036391,0.036391,0.036391,0.036391,0.036391,0.036391,35,35,35,35,35,35,35,35,0.052419,0.053089,0.05069,0.055587,0.049905,0.066014,0.045975,0.049264,0.041935,0.042471,0.040552,0.04447,0.039924,0.052811,0.03678,0.039411,4,4,B,138620,RIVER STREET,1,56,54499,54498,B,2,825,58515,54499,54498,54499/54498,58515,0.021228,54498,54499,54498/54499,54499/54498
188,48624,137059,ADAMS STREET,1,60,52269,52272,B,2,825,223.605,56362,0,57145,223.605,0,1,1,0,52272,52269,0,0,ADAMS STREET,BSR0511,NULL,NULL,0,1,5,0,3.105346,0,0,0.621069,0,37,825,1,1,1,1,1,1,1,1,0.252073,0.273762,0.252322,0.253139,0.258113,0.252259,0.25196,0.252031,0.252083,0.262302,0.252219,0.253106,0.254677,0.252582,0.251962,0.252016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.56588,1052.29796,5465,1,1.090523,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,25066300,250663,0,3,0,0,0,0,5,70,3.105346,0.621069,0.251785,0.251785,0.251785,0.251785,0.251785,0.251785,0.251785,0.251785,37,37,37,37,37,37,37,37,0.315091,0.342202,0.315402,0.316424,0.322641,0.315324,0.31495,0.315039,0.252073,0.273762,0.252322,0.253139,0.258113,0.252259,0.25196,0.252031,4,4,B,137058,ADAMS STREET,1,60,52269,52272,B,2,825,56362,52269,52272,52269/52272,56362,0.155267,52272,52269,52272/52269,52269/52272
189,50187,138622,RIVER STREET,1,56,54503,54502,B,2,825,22.7548,58516,0,59334,22.7548,0,1,1,0,54502,54503,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,0.399128,0,0,0.079826,0,35,825,1,1,1,1,1,1,1,1,0.039423,0.039927,0.038123,0.041806,0.037532,0.049647,0.034577,0.03705,0.039334,0.041153,0.037495,0.040666,0.037452,0.051549,0.034569,0.037057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1887.63991,2459.65509,12549,1,1.002393,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5018600,50186,0,3,0,0,0,0,5,70,0.399128,0.079826,0.034211,0.034211,0.034211,0.034211,0.034211,0.034211,0.034211,0.034211,35,35,35,35,35,35,35,35,0.049279,0.049909,0.047654,0.052257,0.046915,0.062059,0.043221,0.046313,0.039423,0.039927,0.038123,0.041806,0.037532,0.049647,0.034577,0.03705,4,4,B,138621,RIVER STREET,1,56,54503,54502,B,2,825,58516,54503,54502,54503/54502,58516,0.019956,54502,54503,54502/54503,54503/54502
190,48625,137060,ADAMS STREET,1,60,53792,52365,B,2,825,54.7873,56363,0,57146,54.7873,0,1,1,0,52365,53792,0,0,ADAMS STREET,BSR0511,NULL,NULL,0,1,5,0,1.00807,0,0,0.201614,0,37,825,1,1,1,1,1,1,1,1,0.081829,0.08887,0.08191,0.082175,0.08379,0.081889,0.081792,0.081815,0.081832,0.08515,0.081876,0.082164,0.082674,0.081994,0.081793,0.08181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.56588,1052.29796,5465,1,1.144548,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,25075200,250752,0,3,0,0,0,0,5,70,1.00807,0.201614,0.081735,0.081735,0.081735,0.081735,0.081735,0.081735,0.081735,0.081735,37,37,37,37,37,37,37,37,0.102286,0.111088,0.102387,0.102719,0.104738,0.102361,0.10224,0.102269,0.081829,0.08887,0.08191,0.082175,0.08379,0.081889,0.081792,0.081815,4,4,B,137059,ADAMS STREET,1,60,53792,52365,B,2,825,56363,53792,52365,53792/52365,56363,0.050404,52365,53792,52365/53792,53792/52365
191,50188,138623,RIVER STREET,1,56,53941,53940,B,2,825,52.1391,58517,0,59335,52.1391,0,1,1,0,53940,53941,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,0.974547,0,0,0.194909,0,35,825,1,1,1,1,1,1,1,1,0.085913,0.104769,0.089818,0.095298,0.097622,0.085495,0.084499,0.088484,0.086169,0.110722,0.088468,0.093433,0.098066,0.087955,0.084479,0.088494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1588.02597,1986.52666,11164,1,0.900766,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5019400,50194,0,3,0,0,0,0,5,70,0.974547,0.194909,0.083533,0.083533,0.083533,0.083533,0.083533,0.083533,0.083533,0.083533,35,35,35,35,35,35,35,35,0.107391,0.130961,0.112272,0.119122,0.122028,0.106869,0.105624,0.110605,0.085913,0.104769,0.089818,0.095298,0.097622,0.085495,0.084499,0.088484,4,4,B,138622,RIVER STREET,1,56,53941,53940,B,2,825,58517,53941,53940,53941/53940,58517,0.048727,53940,53941,53940/53941,53941/53940
192,48626,137061,ADAMS STREET,1,60,52359,52358,B,2,825,36.1226,56364,0,57147,36.1226,0,1,1,0,52358,52359,0,0,ADAMS STREET,BSR0511,NULL,NULL,0,1,5,0,0.775406,0,0,0.155081,0,37,825,1,1,1,1,1,1,1,1,0.062943,0.068359,0.063005,0.063209,0.064451,0.062989,0.062915,0.062932,0.062945,0.065497,0.062979,0.063201,0.063593,0.06307,0.062915,0.062928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.56588,1052.29796,5465,1,1.144548,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,25080400,250804,0,3,0,0,0,0,5,70,0.775406,0.155081,0.062871,0.062871,0.062871,0.062871,0.062871,0.062871,0.062871,0.062871,37,37,37,37,37,37,37,37,0.078679,0.085449,0.078756,0.079011,0.080564,0.078736,0.078644,0.078665,0.062943,0.068359,0.063005,0.063209,0.064451,0.062989,0.062915,0.062932,4,4,B,137060,ADAMS STREET,1,60,52359,52358,B,2,825,56364,52359,52358,52359/52358,56364,0.03877,52358,52359,52358/52359,52359/52358
193,50189,138624,RIVER STREET,1,56,46602,46603,B,2,825,12.2186,58518,0,59336,12.2186,0,1,1,0,46603,46602,0,0,RIVER STREET,BSR0504,NULL,NULL,0,1,5,0,0.216932,0,0,0.043386,0,35,825,1,1,1,1,1,1,1,1,0.019124,0.023321,0.019993,0.021213,0.02173,0.019031,0.018809,0.019696,0.019181,0.024646,0.019693,0.020798,0.021829,0.019579,0.018805,0.019698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1588.02597,1986.52666,11164,1,0.900766,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,5114200,51142,0,3,0,0,0,0,5,70,0.216932,0.043386,0.018594,0.018594,0.018594,0.018594,0.018594,0.018594,0.018594,0.018594,35,35,35,35,35,35,35,35,0.023905,0.029151,0.024991,0.026516,0.027162,0.023789,0.023511,0.02462,0.019124,0.023321,0.019993,0.021213,0.02173,0.019031,0.018809,0.019696,4,4,B,138623,RIVER STREET,1,56,46602,46603,B,2,825,58518,46602,46603,46602/46603,58518,0.010847,46603,46602,46603/46602,46602/46603
194,48627,137062,ADAMS STREET,1,56,52362,52360,B,2,825,25.3836,56365,0,57148,25.3836,0,1,1,0,52360,52362,0,0,ADAMS STREET,BSR0511,NULL,NULL,0,1,5,0,0.445383,0,0,0.089077,0,35,825,1,1,1,1,1,1,1,1,0.038219,0.041508,0.038257,0.038381,0.039135,0.038248,0.038202,0.038213,0.038221,0.03977,0.038241,0.038376,0.038614,0.038297,0.038202,0.038211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.5,2062.5,3918.75,3918.75,2062.5,2062.5,5775,5775,0,0,NULL,NULL,1223.56588,1052.29796,5465,1,1.144548,2,0,1,** || **,0,0,0,0,0,0,0,1,4,5,0,25083301,250833,0,3,0,0,0,0,5,70,0.445383,0.089077,0.038176,0.038176,0.038176,0.038176,0.038176,0.038176,0.038176,0.038176,35,35,35,35,35,35,35,35,0.047774,0.051885,0.047821,0.047976,0.048919,0.04781,0.047752,0.047766,0.038219,0.041508,0.038257,0.038381,0.039135,0.038248,0.038202,0.038213,4,4,B,137061,ADAMS STREET,1,56,52362,52360,B,2,825,56365,52362,52360,52362/52360,56365,0.022269,52360,52362,52360/52362,52362/52360
