SERIALNO,SPORDER,PUMA,AGEP,COW,JWMNP,JWTR,MAR,RELP,SEX,SCHL,ESR,PINCP,ADJINC
1328028,1,4905,41,1.0,30.0,1.0,1,0,1,24.0,1.0,136460.0,1001264
1328028,2,4905,41,3.0,15.0,1.0,1,1,2,21.0,1.0,9800.0,1001264
1328028,3,4905,15,,,,5,2,1,11.0,,0.0,1001264
1328028,4,4905,13,,,,5,2,2,10.0,,,1001264
1328035,1,4624,69,,,,1,0,1,22.0,6.0,28500.0,1001264
1328035,2,4624,68,,,,1,1,2,22.0,6.0,17000.0,1001264
1328052,1,5000,65,1.0,,,1,0,2,19.0,3.0,40400.0,1001264
1328052,2,5000,61,6.0,30.0,1.0,1,1,1,20.0,1.0,50000.0,1001264
1328326,1,4905,41,1.0,60.0,1.0,3,0,2,21.0,1.0,75000.0,1001264
1328364,1,4801,34,1.0,45.0,1.0,1,0,1,21.0,1.0,150000.0,1001264
1328364,2,4801,31,2.0,,,1,1,2,21.0,6.0,0.0,1001264
1328364,3,4801,8,,,,5,2,2,5.0,,,1001264
1328364,4,4801,5,,,,5,2,2,2.0,,,1001264
1328364,5,4801,1,,,,5,2,2,,,,1001264
1328364,6,4801,62,,,,3,8,2,16.0,6.0,18500.0,1001264
1328406,1,4603,19,1.0,,,5,17,1,19.0,6.0,0.0,1001264
1328518,1,4802,50,6.0,,11.0,1,0,1,12.0,1.0,12000.0,1001264
1328518,2,4802,52,1.0,45.0,1.0,1,1,2,12.0,1.0,25000.0,1001264
1328518,3,4802,16,,,,5,2,2,13.0,6.0,0.0,1001264
1328664,1,4634,33,1.0,35.0,1.0,1,0,1,21.0,1.0,45000.0,1001264
1328664,2,4634,33,1.0,30.0,1.0,1,1,2,22.0,1.0,43000.0,1001264
1328664,3,4634,4,,,,5,2,2,2.0,,,1001264
1328677,1,4905,74,,,,2,0,2,19.0,6.0,19600.0,1001264
1328741,1,4618,63,1.0,20.0,1.0,5,0,2,15.0,1.0,45000.0,1001264
1328741,2,4618,22,1.0,25.0,1.0,5,7,2,16.0,1.0,3000.0,1001264
1328889,1,4612,25,1.0,7.0,1.0,1,0,2,18.0,1.0,14000.0,1001264
1328889,2,4612,30,1.0,,,1,1,1,16.0,2.0,30000.0,1001264
1328889,3,4612,4,,,,5,2,2,1.0,,,1001264
1329024,1,4637,74,,,,1,0,2,20.0,6.0,24000.0,1001264
1329024,2,4637,73,7.0,5.0,1.0,1,1,1,22.0,1.0,168300.0,1001264
1329063,1,4616,42,1.0,20.0,1.0,1,0,1,20.0,1.0,40000.0,1001264
1329063,2,4616,61,1.0,,,1,15,2,9.0,3.0,0.0,1001264
1329063,3,4616,49,,,,5,15,2,16.0,6.0,0.0,1001264
1329063,4,4616,44,6.0,20.0,1.0,5,15,2,10.0,1.0,20000.0,1001264
1329063,5,4616,19,1.0,,,3,15,2,10.0,6.0,8000.0,1001264
1329083,1,4612,61,1.0,5.0,1.0,3,0,2,23.0,1.0,170000.0,1001264
1329134,1,4638,74,1.0,,,1,0,1,1.0,6.0,0.0,1001264
1329134,2,4638,71,,,,1,1,2,21.0,6.0,4800.0,1001264
1329177,1,4629,54,1.0,15.0,1.0,5,0,2,19.0,1.0,20700.0,1001264
1329253,1,4625,31,1.0,30.0,1.0,3,0,1,14.0,1.0,48000.0,1001264
1329253,2,4625,20,1.0,,,5,5,1,13.0,3.0,36400.0,1001264
1329253,3,4625,10,,,,5,5,2,6.0,,,1001264
1329253,4,4625,8,,,,5,5,1,4.0,,,1001264
1329253,5,4625,51,1.0,40.0,1.0,1,6,1,11.0,1.0,35000.0,1001264
1329253,6,4625,51,,,,1,6,2,11.0,6.0,0.0,1001264
1329256,1,4613,48,1.0,20.0,1.0,1,0,2,23.0,1.0,68000.0,1001264
1329256,2,4613,48,7.0,25.0,1.0,1,1,1,16.0,1.0,171000.0,1001264
1329256,3,4613,15,,,,5,2,1,12.0,,10.0,1001264
1329256,4,4613,12,,,,5,2,1,8.0,,,1001264
1329256,5,4613,9,,,,5,2,1,5.0,,,1001264
1329448,1,4503,65,,,,1,0,1,24.0,6.0,115200.0,1001264
1329448,2,4503,60,,,,1,1,2,24.0,6.0,0.0,1001264
1329448,3,4503,22,1.0,40.0,1.0,5,2,1,19.0,1.0,500.0,1001264
1329448,4,4503,19,1.0,,,5,2,2,16.0,6.0,1000.0,1001264
1329452,1,4617,69,,,,2,0,2,16.0,6.0,20400.0,1001264
1329469,1,4617,60,,,,3,0,1,19.0,6.0,30000.0,1001264
1329483,1,4613,36,2.0,20.0,1.0,1,0,1,23.0,1.0,110000.0,1001264
1329483,2,4613,36,3.0,35.0,1.0,1,1,2,23.0,1.0,240000.0,1001264
1329483,3,4613,1,,,,5,2,1,,,,1001264
1329715,1,4803,50,1.0,45.0,1.0,1,0,1,16.0,1.0,60000.0,1001264
1329715,2,4803,40,1.0,5.0,1.0,1,1,2,19.0,1.0,5000.0,1001264
1329822,1,4616,32,1.0,20.0,1.0,1,0,2,19.0,1.0,24200.0,1001264
1329822,2,4616,8,,,,5,2,1,4.0,,,1001264
1329822,3,4616,5,,,,5,2,1,2.0,,,1001264
1329837,1,4613,30,1.0,25.0,1.0,5,0,1,21.0,1.0,52000.0,1001264
1329972,1,4616,47,1.0,,,3,0,1,19.0,3.0,14600.0,1001264
1329995,1,4628,29,1.0,50.0,1.0,1,0,1,21.0,1.0,67000.0,1001264
1329995,2,4628,27,,,,1,1,2,21.0,6.0,0.0,1001264
1330010,1,4601,29,1.0,,11.0,1,0,1,21.0,1.0,200000.0,1001264
1330010,2,4601,30,1.0,30.0,1.0,1,1,2,23.0,1.0,50000.0,1001264
1330070,1,4400,61,1.0,20.0,1.0,1,0,1,16.0,1.0,50000.0,1001264
1330070,2,4400,59,1.0,15.0,1.0,1,1,2,15.0,1.0,50000.0,1001264
1330137,1,4801,30,1.0,,11.0,1,0,2,21.0,1.0,48000.0,1001264
1330137,2,4801,30,1.0,30.0,1.0,1,1,1,19.0,1.0,60000.0,1001264
1330137,3,4801,1,,,,5,2,2,,,,1001264
1330394,1,4802,38,,,,5,16,1,13.0,6.0,0.0,1001264
1330401,1,4633,42,1.0,60.0,1.0,1,0,1,22.0,1.0,80000.0,1001264
1330401,2,4633,42,1.0,10.0,1.0,1,1,2,20.0,1.0,29000.0,1001264
1330401,3,4633,11,,,,5,2,1,8.0,,,1001264
1330401,4,4633,17,2.0,10.0,1.0,5,4,2,14.0,1.0,3200.0,1001264
1330401,5,4633,14,,,,5,4,1,11.0,,,1001264
1330468,1,4638,48,1.0,60.0,1.0,1,0,1,21.0,1.0,141000.0,1001264
1330468,2,4638,47,,,,1,1,2,19.0,6.0,0.0,1001264
1330525,1,4604,58,1.0,10.0,1.0,1,0,1,22.0,1.0,451000.0,1001264
1330525,2,4604,61,,,,1,1,2,21.0,6.0,0.0,1001264
1330688,1,4619,63,,,,1,0,1,16.0,6.0,18000.0,1001264
1330688,2,4619,63,3.0,,,1,1,2,22.0,6.0,58000.0,1001264
1330739,1,4611,62,,,,3,16,2,9.0,6.0,7200.0,1001264
1330871,1,4902,28,1.0,10.0,1.0,5,0,1,22.0,1.0,57000.0,1001264
1330871,2,4902,33,1.0,,,5,12,2,21.0,6.0,0.0,1001264
1330994,1,4619,52,6.0,60.0,1.0,1,0,1,16.0,1.0,47000.0,1001264
1330994,2,4619,53,1.0,,,1,1,2,16.0,6.0,860.0,1001264
1330994,3,4619,31,,,,5,2,1,18.0,6.0,0.0,1001264
1330994,4,4619,31,6.0,60.0,12.0,5,2,1,13.0,1.0,21700.0,1001264
1330994,5,4619,23,,,,5,2,1,16.0,6.0,0.0,1001264
1330994,6,4619,21,1.0,,,4,2,2,16.0,6.0,3000.0,1001264
1331004,1,4803,66,,,,2,0,2,18.0,6.0,16500.0,1001264
1331130,1,4633,46,1.0,60.0,1.0,2,0,2,20.0,1.0,72000.0,1001264
1331130,2,4633,14,,,,5,2,1,10.0,,,1001264
1331130,3,4633,10,,,,5,2,1,6.0,,,1001264
1331238,1,4603,27,2.0,5.0,1.0,5,0,2,23.0,1.0,52000.0,1001264
1331258,1,4604,42,1.0,,,5,0,1,22.0,3.0,104600.0,1001264
1331291,1,4601,80,,,,2,0,1,18.0,6.0,14400.0,1001264
1331446,1,4902,55,1.0,10.0,1.0,1,0,1,20.0,1.0,50000.0,1001264
1331446,2,4902,53,2.0,15.0,1.0,1,1,2,21.0,1.0,55800.0,1001264
1331446,3,4902,32,1.0,40.0,1.0,5,2,2,19.0,1.0,37000.0,1001264
1331450,1,4905,34,1.0,10.0,1.0,1,0,2,20.0,1.0,50000.0,1001264
1331450,2,4905,36,1.0,45.0,1.0,1,1,1,20.0,1.0,20000.0,1001264
1331450,3,4905,14,,,,5,2,1,10.0,,,1001264
1331450,4,4905,12,,,,5,2,2,8.0,,,1001264
1331450,5,4905,10,,,,5,2,2,7.0,,,1001264
1331450,6,4905,9,,,,5,2,1,5.0,,,1001264
1331450,7,4905,57,2.0,,,4,6,2,16.0,2.0,39600.0,1001264
1331460,1,4632,32,6.0,15.0,1.0,1,0,1,22.0,1.0,50200.0,1001264
1331460,2,4632,29,1.0,30.0,1.0,1,1,2,21.0,1.0,55000.0,1001264
1331495,1,4610,76,,,,2,0,2,16.0,6.0,22400.0,1001264
1331495,2,4610,55,,,,2,2,2,19.0,6.0,0.0,1001264
1331543,1,4901,68,4.0,25.0,1.0,3,0,2,23.0,1.0,61100.0,1001264
1331543,2,4901,38,,,,5,2,1,16.0,6.0,4800.0,1001264
1331581,1,4631,49,,,,1,0,2,18.0,6.0,12000.0,1001264
1331581,2,4631,20,1.0,15.0,1.0,5,2,2,19.0,1.0,600.0,1001264
1331581,3,4631,16,2.0,,,5,2,2,13.0,6.0,630.0,1001264
1331581,4,4631,14,,,,5,2,2,10.0,,,1001264
1331581,5,4631,12,,,,5,2,1,9.0,,,1001264
1331615,1,4501,73,,,,1,0,1,18.0,6.0,32000.0,1001264
1331615,2,4501,65,,,,1,1,2,19.0,6.0,5300.0,1001264
1331642,1,4618,35,5.0,45.0,1.0,5,0,2,19.0,1.0,48000.0,1001264
1331642,2,4618,15,,,,5,2,1,11.0,,0.0,1001264
1331753,1,4801,49,1.0,22.0,1.0,5,0,1,23.0,1.0,451000.0,1001264
1331777,1,4622,39,3.0,15.0,1.0,1,0,1,21.0,1.0,45000.0,1001264
1332200,1,4620,31,1.0,,,1,0,1,21.0,6.0,0.0,1001264
1332200,2,4620,31,2.0,20.0,1.0,1,1,1,20.0,1.0,60000.0,1001264
1332325,1,4633,30,1.0,60.0,1.0,1,0,1,17.0,1.0,90000.0,1001264
1332325,2,4633,28,1.0,30.0,1.0,1,1,2,19.0,1.0,40000.0,1001264
1332325,3,4633,11,,,,5,2,1,7.0,,,1001264
1332325,4,4633,9,,,,5,2,2,5.0,,,1001264
1332360,1,4607,52,8.0,15.0,1.0,5,0,1,17.0,1.0,45000.0,1001264
1332360,2,4607,45,6.0,15.0,1.0,1,12,2,19.0,1.0,22000.0,1001264
1332370,1,4621,92,,,,2,0,2,21.0,6.0,65400.0,1001264
1332386,1,4603,26,2.0,,,5,0,1,21.0,6.0,7200.0,1001264
1332386,2,4603,26,2.0,10.0,1.0,5,12,1,23.0,1.0,8000.0,1001264
1332427,1,4606,69,1.0,5.0,1.0,1,0,1,9.0,1.0,18000.0,1001264
1332427,2,4606,71,,,,1,1,2,8.0,6.0,7200.0,1001264
1332427,3,4606,29,1.0,15.0,1.0,5,4,1,16.0,1.0,20000.0,1001264
1332427,4,4606,26,1.0,15.0,1.0,5,4,2,16.0,1.0,18000.0,1001264
1332440,1,4623,77,,,,2,0,2,10.0,6.0,7500.0,1001264
1332459,1,5000,19,2.0,,,5,17,1,18.0,6.0,3000.0,1001264
1332473,1,4604,30,1.0,,,5,0,2,21.0,2.0,75000.0,1001264
1332525,1,4614,31,1.0,30.0,1.0,5,0,1,11.0,1.0,21000.0,1001264
1332577,1,4601,40,1.0,15.0,1.0,1,0,1,17.0,1.0,30000.0,1001264
1332577,2,4601,43,1.0,25.0,1.0,1,1,2,17.0,1.0,32200.0,1001264
1332577,3,4601,11,,,,5,2,1,8.0,,,1001264
1332577,4,4601,8,,,,5,2,2,5.0,,,1001264
1332577,5,4601,5,,,,5,2,2,3.0,,,1001264
1332666,1,4608,27,1.0,30.0,1.0,5,0,2,20.0,1.0,55000.0,1001264
1332852,1,4803,77,,,,1,0,1,21.0,6.0,43600.0,1001264
1332852,2,4803,72,,,,1,1,2,21.0,6.0,19000.0,1001264
1332882,1,4903,45,1.0,60.0,1.0,1,0,1,16.0,1.0,8000.0,1001264
1332882,2,4903,46,6.0,,,1,1,2,16.0,6.0,0.0,1001264
1332882,3,4903,11,,,,5,2,1,7.0,,,1001264
1332900,1,4602,41,1.0,30.0,1.0,1,0,1,18.0,1.0,95000.0,1001264
1332900,2,4602,37,3.0,10.0,1.0,1,1,2,17.0,1.0,16000.0,1001264
1332900,3,4602,9,,,,5,2,1,6.0,,,1001264
1332900,4,4602,5,,,,5,2,2,3.0,,,1001264
1332926,1,4633,56,1.0,25.0,1.0,1,0,1,22.0,1.0,250100.0,1001264
1332926,2,4633,54,,,,1,1,2,21.0,6.0,17500.0,1001264
1333112,1,4502,58,1.0,6.0,1.0,3,0,2,16.0,1.0,14200.0,1001264
1333118,1,4502,72,,,,1,0,1,16.0,6.0,22800.0,1001264
1333118,2,4502,73,,,,1,1,2,16.0,6.0,11000.0,1001264
1333165,1,4905,44,3.0,30.0,1.0,1,0,1,21.0,1.0,80000.0,1001264
1333165,2,4905,32,1.0,10.0,1.0,1,1,2,21.0,1.0,131000.0,1001264
1333165,3,4905,7,,,,5,2,1,3.0,,,1001264
1333169,1,5000,36,4.0,60.0,1.0,1,0,1,22.0,1.0,38000.0,1001264
1333169,2,5000,36,4.0,30.0,1.0,1,1,2,18.0,1.0,52000.0,1001264
1333169,3,5000,13,,,,5,2,2,10.0,,,1001264
1333169,4,5000,5,,,,5,2,1,1.0,,,1001264
1333221,1,4902,36,1.0,10.0,1.0,1,0,1,17.0,1.0,34000.0,1001264
1333221,2,4902,31,1.0,15.0,1.0,1,1,2,18.0,1.0,35000.0,1001264
1333221,3,4902,14,,,,5,10,2,12.0,,,1001264
1333226,1,4610,43,1.0,30.0,1.0,1,0,1,9.0,1.0,14000.0,1001264
1333226,2,4610,32,,,,1,1,2,9.0,6.0,0.0,1001264
1333226,3,4610,7,,,,5,2,2,3.0,,,1001264
1333226,4,4610,1,,,,5,2,1,,,,1001264
1333385,1,4602,26,,,,5,16,1,17.0,6.0,0.0,1001264
1333386,1,4613,49,1.0,30.0,1.0,1,0,1,22.0,1.0,180000.0,1001264
1333386,2,4613,43,1.0,25.0,1.0,1,1,2,22.0,1.0,165000.0,1001264
1333386,3,4613,12,,,,5,2,2,9.0,,,1001264
1333386,4,4613,3,,,,5,2,1,2.0,,,1001264
1333391,1,4607,82,,,,2,0,2,1.0,6.0,9600.0,1001264
1333526,1,4803,38,1.0,,,5,0,1,15.0,3.0,17000.0,1001264
1333526,2,4803,11,,,,5,2,2,8.0,,,1001264
1333535,1,4803,60,1.0,80.0,1.0,3,0,1,19.0,1.0,96000.0,1001264
1333676,1,4629,54,1.0,15.0,1.0,1,0,1,20.0,1.0,100000.0,1001264
1333676,2,4629,54,,,,1,1,2,16.0,6.0,0.0,1001264
1333676,3,4629,18,,,,5,2,1,14.0,6.0,0.0,1001264
1333676,4,4629,15,,,,5,2,2,10.0,,0.0,1001264
1333717,1,4613,25,1.0,10.0,1.0,5,0,1,21.0,1.0,48000.0,1001264
1333768,1,4400,65,,,,1,0,1,19.0,6.0,130000.0,1001264
1333768,2,4400,60,,,,1,1,2,19.0,6.0,0.0,1001264
1333768,3,4400,37,1.0,,,3,2,1,13.0,6.0,4000.0,1001264
1333768,4,4400,22,1.0,60.0,1.0,1,7,1,16.0,1.0,18000.0,1001264
1333768,5,4400,15,,,,5,7,2,12.0,,8300.0,1001264
1333768,6,4400,4,,,,5,7,2,1.0,,,1001264
1333768,7,4400,24,1.0,,,1,10,2,16.0,6.0,2100.0,1001264
1333768,8,4400,8,,,,5,10,2,6.0,,,1001264
1333768,9,4400,4,,,,5,10,2,1.0,,,1001264
1333768,10,4400,1,,,,5,10,1,,,,1001264
1333769,1,4636,71,1.0,20.0,1.0,1,0,2,19.0,1.0,136600.0,1001264
1333769,2,4636,82,,,,1,1,1,21.0,6.0,86200.0,1001264
1333819,1,4609,51,5.0,20.0,1.0,5,0,2,16.0,1.0,24000.0,1001264
1333819,2,4609,29,1.0,30.0,1.0,5,2,2,16.0,1.0,21100.0,1001264
1333819,3,4609,20,1.0,,,5,2,2,16.0,3.0,5700.0,1001264
1333819,4,4609,1,,,,5,10,1,,,,1001264
1333966,1,4632,73,,,,3,0,1,24.0,6.0,34290.0,1001264
1334068,1,4803,60,1.0,30.0,1.0,3,0,2,16.0,1.0,17004.0,1001264
1334139,1,4702,29,1.0,20.0,1.0,5,0,2,20.0,1.0,17000.0,1001264
1334139,2,4702,10,,,,5,2,2,6.0,,,1001264
1334139,3,4702,22,1.0,15.0,1.0,5,5,1,16.0,1.0,25000.0,1001264
1334139,4,4702,22,1.0,15.0,1.0,5,5,1,21.0,1.0,20000.0,1001264
1334139,5,4702,54,,,,1,6,2,1.0,6.0,0.0,1001264
1334139,6,4702,51,,,,1,6,1,21.0,6.0,0.0,1001264
1334139,7,4702,21,1.0,20.0,1.0,1,9,2,20.0,1.0,8000.0,1001264
1334139,8,4702,20,,,,1,9,2,16.0,6.0,0.0,1001264
1334139,9,4702,2,,,,5,10,1,,,,1001264
1334139,10,4702,21,1.0,15.0,1.0,5,12,2,19.0,1.0,3000.0,1001264
1334139,11,4702,22,1.0,35.0,1.0,5,15,1,16.0,1.0,2800.0,1001264
1334157,1,4702,78,,,,1,0,1,16.0,6.0,29400.0,1001264
1334157,2,4702,76,,,,1,1,2,12.0,6.0,11000.0,1001264
1334157,3,4702,40,2.0,,,5,2,2,16.0,3.0,39000.0,1001264
1334157,4,4702,19,1.0,45.0,1.0,5,7,2,16.0,1.0,18800.0,1001264
1334178,1,4605,57,1.0,90.0,1.0,1,0,2,20.0,1.0,38001.0,1001264
1334178,2,4605,58,1.0,60.0,1.0,1,1,1,19.0,1.0,65000.0,1001264
1334178,3,4605,24,1.0,10.0,1.0,5,2,1,19.0,1.0,20000.0,1001264
1334325,1,4702,63,1.0,20.0,1.0,1,0,1,19.0,1.0,24000.0,1001264
1334325,2,4702,55,1.0,10.0,1.0,1,1,2,21.0,1.0,198000.0,1001264
1334333,1,4607,29,6.0,40.0,1.0,5,0,2,20.0,1.0,43900.0,1001264
1334333,2,4607,30,1.0,20.0,1.0,5,13,1,20.0,1.0,34000.0,1001264
1334341,1,4621,67,1.0,,11.0,1,0,2,22.0,1.0,128500.0,1001264
1334341,2,4621,68,6.0,,,1,1,1,16.0,6.0,23000.0,1001264
1334460,1,4903,25,1.0,,,5,0,2,13.0,6.0,15500.0,1001264
1334460,2,4903,4,,,,5,2,1,1.0,,,1001264
1334460,3,4903,1,,,,5,2,2,,,,1001264
1334524,1,4612,63,1.0,10.0,1.0,1,0,1,22.0,1.0,551000.0,1001264
1334524,2,4612,61,2.0,,,1,1,2,21.0,6.0,15000.0,1001264
1334538,1,4400,41,1.0,,,5,16,2,13.0,6.0,700.0,1001264
1334676,1,4903,41,1.0,45.0,1.0,1,0,1,22.0,1.0,120000.0,1001264
1334676,2,4903,37,1.0,35.0,1.0,1,1,2,21.0,1.0,52000.0,1001264
1334676,3,4903,8,,,,5,2,2,5.0,,,1001264
1334676,4,4903,2,,,,5,2,2,,,,1001264
1334722,1,4803,63,1.0,,,2,0,1,19.0,6.0,34600.0,1001264
1334753,1,4607,68,1.0,40.0,1.0,1,0,2,19.0,1.0,3000.0,1001264
1334753,2,4607,74,,,,1,1,1,16.0,6.0,20000.0,1001264
1334768,1,4621,39,1.0,25.0,1.0,5,0,1,8.0,1.0,37400.0,1001264
1334768,2,4621,42,1.0,15.0,1.0,4,15,1,16.0,1.0,40000.0,1001264
1334797,1,4631,26,3.0,,,5,0,2,1.0,3.0,9600.0,1001264
1334797,2,4631,9,,,,5,2,1,7.0,,,1001264
1334797,3,4631,7,,,,5,2,1,4.0,,,1001264
1334797,4,4631,2,,,,5,2,2,,,,1001264
1334802,1,4905,60,4.0,32.0,1.0,2,0,2,13.0,1.0,16700.0,1001264
1334802,2,4905,41,2.0,,,5,2,2,16.0,3.0,2300.0,1001264
1334802,3,4905,9,,,,5,7,1,5.0,,,1001264
1334802,4,4905,60,2.0,45.0,1.0,3,13,1,16.0,1.0,38400.0,1001264
1334934,1,4904,50,1.0,45.0,1.0,1,0,2,20.0,1.0,22000.0,1001264
1334934,2,4904,51,1.0,60.0,1.0,1,1,1,13.0,1.0,30000.0,1001264
1334934,3,4904,17,,,,5,2,2,15.0,6.0,0.0,1001264
1334940,1,4400,54,1.0,,,1,0,1,18.0,3.0,178000.0,1001264
1334940,2,4400,57,1.0,60.0,1.0,1,1,2,16.0,1.0,32000.0,1001264
1334940,3,4400,39,1.0,60.0,1.0,4,4,2,16.0,1.0,45000.0,1001264
1334940,4,4400,18,9.0,,,5,7,1,20.0,3.0,0.0,1001264
1334979,1,4904,62,1.0,,11.0,1,0,1,21.0,1.0,62000.0,1001264
1334979,2,4904,62,3.0,10.0,1.0,1,1,2,21.0,1.0,19300.0,1001264
1335074,1,4634,73,7.0,2.0,10.0,1,0,1,21.0,1.0,78800.0,1001264
1335074,2,4634,71,1.0,,11.0,1,1,2,19.0,1.0,84000.0,1001264
1335165,1,4620,52,2.0,,,1,0,2,21.0,6.0,9400.0,1001264
1335165,2,4620,55,1.0,30.0,1.0,1,1,1,23.0,1.0,124000.0,1001264
1335181,1,4601,92,,,,5,0,2,16.0,6.0,69200.0,1001264
1335195,1,4702,35,6.0,,,3,0,2,16.0,6.0,0.0,1001264
1335195,2,4702,45,1.0,10.0,1.0,3,13,1,19.0,1.0,57000.0,1001264
1335317,1,4400,26,,,,1,0,2,13.0,6.0,0.0,1001264
1335317,2,4400,31,1.0,60.0,1.0,1,1,1,16.0,1.0,80000.0,1001264
1335317,3,4400,8,,,,5,2,2,7.0,,,1001264
1335317,4,4400,6,,,,5,2,2,5.0,,,1001264
1335317,5,4400,2,,,,5,2,2,,,,1001264
1335325,1,4631,37,1.0,25.0,1.0,1,0,1,21.0,1.0,150000.0,1001264
1335325,2,4631,39,1.0,,,1,1,2,21.0,6.0,0.0,1001264
1335325,3,4631,2,,,,5,2,2,,,,1001264
1335327,1,4625,40,5.0,60.0,1.0,1,0,1,20.0,1.0,71100.0,1001264
1335327,2,4625,45,3.0,10.0,1.0,1,1,2,18.0,1.0,32000.0,1001264
1335327,3,4625,15,,,,5,2,2,12.0,,0.0,1001264
1335327,4,4625,13,,,,5,2,2,11.0,,,1001264
1335340,1,4601,40,1.0,30.0,1.0,3,0,2,20.0,1.0,150000.0,1001264
1335340,2,4601,35,2.0,15.0,1.0,5,13,2,21.0,1.0,110000.0,1001264
1335406,1,4631,41,4.0,5.0,1.0,1,0,2,20.0,1.0,40000.0,1001264
1335406,2,4631,41,1.0,30.0,1.0,1,1,1,19.0,1.0,90000.0,1001264
1335432,1,5000,56,1.0,6.0,1.0,1,0,1,16.0,1.0,51600.0,1001264
1335432,2,5000,53,3.0,4.0,1.0,1,1,2,22.0,1.0,52000.0,1001264
1335432,3,5000,18,1.0,,,5,2,1,14.0,6.0,4000.0,1001264
1335570,1,4629,92,,,,2,0,2,16.0,6.0,109000.0,1001264
1335574,1,4902,63,1.0,,,1,0,1,22.0,6.0,83900.0,1001264
1335574,2,4902,61,,,,1,1,2,21.0,6.0,600.0,1001264
1335574,3,4902,27,1.0,50.0,1.0,5,2,1,23.0,1.0,100000.0,1001264
1335574,4,4902,92,,,,2,8,2,16.0,6.0,0.0,1001264
1335605,1,4606,62,,,,1,0,2,1.0,6.0,1100.0,1001264
1335605,2,4606,64,1.0,45.0,1.0,1,1,1,14.0,1.0,15000.0,1001264
1335654,1,4628,77,,,,1,0,1,21.0,6.0,25250.0,1001264
1335654,2,4628,60,1.0,2.0,10.0,1,1,2,16.0,1.0,80600.0,1001264
1335698,1,4637,74,,,,1,0,1,19.0,6.0,54480.0,1001264
1335698,2,4637,70,,,,1,1,2,19.0,6.0,42900.0,1001264
1335705,1,5000,53,4.0,,,1,0,2,22.0,6.0,50000.0,1001264
1335705,2,5000,61,6.0,75.0,1.0,1,1,1,21.0,1.0,80000.0,1001264
1335705,3,5000,15,,,,5,2,2,12.0,,0.0,1001264
1335736,1,4601,34,1.0,20.0,1.0,1,0,1,16.0,1.0,30000.0,1001264
1335736,2,4601,35,1.0,30.0,1.0,1,1,2,16.0,1.0,12000.0,1001264
1335736,3,4601,13,,,,5,2,2,10.0,,,1001264
1335736,4,4601,10,,,,5,2,2,6.0,,,1001264
1335736,5,4601,6,,,,5,2,2,3.0,,,1001264
1335736,6,4601,3,,,,5,2,1,1.0,,,1001264
1335765,1,4624,46,1.0,15.0,1.0,1,0,1,22.0,1.0,471000.0,1001264
1335765,2,4624,46,,,,1,1,2,21.0,6.0,5000.0,1001264
1335765,3,4624,18,1.0,,,5,2,1,16.0,6.0,0.0,1001264
1335765,4,4624,15,,,,5,2,2,12.0,,0.0,1001264
1335765,5,4624,12,,,,5,2,1,9.0,,,1001264
1335765,6,4624,9,,,,5,2,1,6.0,,,1001264
1335765,7,4624,6,,,,5,2,1,3.0,,,1001264
1335844,1,4701,66,1.0,40.0,1.0,1,0,1,24.0,1.0,138400.0,1001264
1335844,2,4701,54,,,,1,1,2,13.0,6.0,0.0,1001264
1335844,3,4701,15,,,,5,2,1,13.0,,4600.0,1001264
1335873,1,4636,21,1.0,7.0,1.0,5,0,2,20.0,1.0,15400.0,1001264
1335873,2,4636,24,1.0,20.0,1.0,5,13,1,20.0,1.0,31000.0,1001264
1335887,1,4615,33,4.0,20.0,1.0,1,0,2,24.0,1.0,100000.0,1001264
1335887,2,4615,34,1.0,25.0,1.0,1,1,1,21.0,1.0,80000.0,1001264
1335887,3,4615,0,,,,5,2,2,,,,1001264
1335897,1,4620,52,7.0,40.0,1.0,1,0,1,23.0,1.0,42000.0,1001264
1335897,2,4620,37,1.0,50.0,1.0,1,1,2,22.0,1.0,80000.0,1001264
1335897,3,4620,15,,,,5,2,2,13.0,,0.0,1001264
1335897,4,4620,15,,,,5,2,2,13.0,,0.0,1001264
1335897,5,4620,7,,,,5,2,1,5.0,,,1001264
1335897,6,4620,23,1.0,15.0,1.0,5,5,2,20.0,1.0,13000.0,1001264
1335897,7,4620,44,,,,1,10,1,22.0,6.0,30000.0,1001264
1335948,1,4601,59,,,,1,0,2,16.0,6.0,0.0,1001264
1335948,2,4601,59,1.0,30.0,1.0,1,1,1,19.0,1.0,65000.0,1001264
1335948,3,4601,30,3.0,30.0,1.0,5,2,1,19.0,1.0,30000.0,1001264
1335948,4,4601,3,,,,5,7,1,1.0,,,1001264
1335989,1,4618,73,,,,2,0,2,19.0,6.0,15600.0,1001264
1335989,2,4618,44,,,,3,2,1,21.0,6.0,0.0,1001264
1335989,3,4618,13,,,,5,7,2,9.0,,,1001264
1336062,1,4603,63,,,,1,0,2,19.0,6.0,23200.0,1001264
1336062,2,4603,64,,,,1,1,1,19.0,6.0,308600.0,1001264
1336162,1,4400,27,1.0,,,5,16,2,14.0,6.0,0.0,1001264
1336212,1,5000,87,,,,2,0,2,16.0,6.0,20200.0,1001264
1336212,2,5000,73,1.0,,,3,13,1,1.0,6.0,20000.0,1001264
1336464,1,4613,27,1.0,20.0,1.0,5,0,1,21.0,1.0,120000.0,1001264
1336483,1,4610,57,3.0,,,3,0,2,16.0,2.0,56000.0,1001264
